%   Freq/Hz         Amplitude
 4.492188e+01  8.331571e-01
 4.498291e+01  8.282827e-01
 4.504395e+01  8.267224e-01
 4.510498e+01  8.300852e-01
 4.516602e+01  8.282352e-01
 4.522705e+01  8.217928e-01
 4.528809e+01  8.228241e-01
 4.534912e+01  8.288080e-01
 4.541016e+01  8.196290e-01
 4.547119e+01  8.093036e-01
 4.553223e+01  8.138438e-01
 4.559326e+01  8.158282e-01
 4.565430e+01  8.117481e-01
 4.571533e+01  8.060744e-01
 4.577637e+01  8.144829e-01
 4.583740e+01  8.130572e-01
 4.589844e+01  8.086042e-01
 4.595947e+01  8.261751e-01
 4.602051e+01  9.911052e-01
 4.608154e+01  9.999999e-01
 4.614258e+01  8.348034e-01
 4.620361e+01  8.224899e-01
 4.626465e+01  8.252767e-01
 4.632568e+01  8.182573e-01
 4.638672e+01  8.183177e-01
 4.644775e+01  8.192633e-01
 4.650879e+01  8.232934e-01
 4.656982e+01  8.246671e-01
 4.663086e+01  8.241284e-01
 4.669189e+01  8.265167e-01
 4.675293e+01  8.258370e-01
 4.681396e+01  8.256031e-01
 4.687500e+01  8.264133e-01
 4.693604e+01  8.274593e-01
 4.699707e+01  8.308235e-01
 4.705811e+01  8.298009e-01
 4.711914e+01  8.310231e-01
 4.718018e+01  8.321479e-01
 4.724121e+01  8.318650e-01
 4.730225e+01  8.344488e-01
 4.736328e+01  8.318359e-01
 4.742432e+01  8.289982e-01
 4.748535e+01  8.271211e-01
 4.754639e+01  8.280867e-01
 4.760742e+01  8.298538e-01
 4.766846e+01  8.266240e-01
 4.772949e+01  8.206813e-01
 4.779053e+01  8.188339e-01
 4.785156e+01  8.194227e-01
 4.791260e+01  8.208345e-01
 4.797363e+01  8.179339e-01
 4.803467e+01  8.275905e-01
 4.809570e+01  9.867623e-01
 4.815674e+01  9.943171e-01
 4.821777e+01  8.380973e-01
 4.827881e+01  8.196108e-01
 4.833984e+01  8.176937e-01
 4.840088e+01  8.189363e-01
 4.846191e+01  8.121901e-01
 4.852295e+01  8.079296e-01
 4.858398e+01  8.103189e-01
 4.864502e+01  8.124598e-01
 4.870605e+01  8.117111e-01
 4.876709e+01  8.081999e-01
 4.882812e+01  8.031873e-01
 4.888916e+01  8.072757e-01
 4.895020e+01  8.054423e-01
 4.901123e+01  8.046229e-01
 4.907227e+01  8.019311e-01
 4.913330e+01  8.041947e-01
 4.919434e+01  8.072150e-01
 4.925537e+01  8.091059e-01
 4.931641e+01  8.051982e-01
 4.937744e+01  8.027254e-01
 4.943848e+01  8.015147e-01
 4.949951e+01  8.043587e-01
 4.956055e+01  8.038288e-01
 4.962158e+01  7.984226e-01
 4.968262e+01  7.936622e-01
 4.974365e+01  7.959341e-01
 4.980469e+01  7.941123e-01
 4.986572e+01  7.915680e-01
 4.992676e+01  7.897332e-01
 4.998779e+01  7.910544e-01
